,App name,Replier's name,Overall rating,Date of reply,Text
252,MegaNative,Nesavaali London,5/5 stars,"May 4, 2019","Amazing App! Got it installed with few clicks to be honest. The support team is really helpful, they get things done instantly. Whatsapp and Skype support is available. Price is a great factor. Design is fresh and it's very smooth. The app gets all the information from the shopify store instantly. I have searched for over 2 hours to find this guys. This may look like a review written by them, ;-) But this is a honest review from a shop owner like you. Go for it, take my word. if you are not happy you can contact me via e-mail :P All the best to everyone who is going to use their service in the future and thanks a lot soumya and other support team members."
253,MegaNative,Halawiyat Online,5/5 stars,"May 2, 2019","After building our Shopify store, we needed the apps and we were looking for a quick and the most cost-effective option. And mageNative was just what we needed!! It's been a pleasure working with the team who have been very responsive all along. So, if you're looking for a quick and easy-on-the-pocket app for your Shopify store, MageNative is just what you need! "
254,MegaNative,Rajdhani Telecom,5/5 stars,"April 27, 2019","Helpful staff great app thanks good deal ...........................................,,,,,,,,,,,,,,,,,,"
255,MegaNative,Farmers Stop,5/5 stars,"April 25, 2019",We were looking and used several third party Android app developer but the MageNative gave us the best Android app with full support. Thanks for such amazing service. Great Team
256,MegaNative,BeuMaxstore,5/5 stars,"April 15, 2019","I have never received this kind of service from any developer. They are the best, attentive, supportive, helpful. I have learnt so much working with them, my store is live on the apps stores, am very happy and so grateful to you guys. Must have everyone best ever."
257,MegaNative,Oneva,5/5 stars,"April 13, 2019",liked the service. customer service is very friendly and helpful. the app is working great for us! thanks guys
258,MegaNative,TIPRIX.MU,5/5 stars,"April 11, 2019",Great Support. Very Responsive. Helped with all the little changes and issues I had. Highly recommend. 
259,MegaNative,Just Gorgeous Darling,5/5 stars,"April 10, 2019","This is a very unique service that I haven't been able to find elsewhere. There are certain caveats that need to be navigated, especially by those operating here in the States, but overall a great service that can't be beat for the price."
260,MegaNative,EcigUAE.com,5/5 stars,"April 10, 2019","Great team, around the clock availability. They are ready to assist you with anything within and not their domain. Great recommedation"
261,MegaNative,Lafts Store,5/5 stars,"April 10, 2019",Really awesome app and supportive team. All the basic ecommerce app are available here. looking forward to more and  more features though. Great work guys 
262,MegaNative,Farah Shop,5/5 stars,"April 10, 2019","Great team, they know what they are doing. Communicating with them was very easy and prompt. Definitely recommended. "
263,MegaNative,The Farm Theory,5/5 stars,"April 9, 2019",They are very friendly and cater to the needs immediately. They try to help out as much as possible. Only thing I'd like to see improve is the time they take to deliver. 
264,MegaNative,Asel AG,5/5 stars,"April 6, 2019",Great onboarding service! They reply very fast and help you release the app as fast as possible. Also very happy with the app itself.
265,MegaNative,LeDelivery,5/5 stars,"April 6, 2019",App works great. The highlight is the  brilliant customer service . The Magenative team bends over backwards to ensure you are happy. Will definitely recommend.
266,MegaNative,LoozaaStore,5/5 stars,"April 6, 2019","Great App, this will definitely help you setup your own IOS and Android App in no time! also the people is very helpful they will reach out to you, just to help you setup your app."
267,MegaNative,Frenshmo,5/5 stars,"March 29, 2019",Great app and support team to work with. These guys do what they say and it’s worth the competitive pricing.
268,MegaNative,LoozaaX,5/5 stars,"March 26, 2019",Great App easy to use recomended for those who want their store converted to app easily.Also great people. willing to help you solve your problems. always responding to any query you have 
269,MegaNative,FishTag,5/5 stars,"March 13, 2019","It is a very good app, with a great support and transparency of development. With the free trial, you can really test all the topics and functions of the app."
270,MegaNative,snapeshops,5/5 stars,"March 12, 2019",We used this for our our store. Team is excellent and help whenever we have any issue everything going well now with them. Hope will provide same service. 
271,MegaNative,Cannenta,5/5 stars,"March 9, 2019","This app really helped make my store more quickly accesible while maintaining much of the original format from our site. Easy navigation and in some ways better than our original site navigation. Like many others stated, we were ready to go in two days. But I still had some questions or changes to settle on and these guys were there with me every step of the way to ensure that we were pleased. Even after the app was loaded to play store they continued to reach out and make sure we are still pleased and that things are running smoothly. This is by far the best and most supportive customer service I've ever received."
272,MegaNative,Waymor,5/5 stars,"March 8, 2019",Awesome team! This was my first app and they were able to create the app exactly how I wanted. The support team is fantastic! I will definately recomend.
273,MegaNative,Imagine by Kim,5/5 stars,"March 7, 2019","what can i say the team behind the app is amazing, we made a WhatsApp app and they designed app in the way we like it! very fast customer service! i definitely recommend! "
274,MegaNative,DaddyGang Threads,5/5 stars,"March 7, 2019","Awesome application, integration and customization. Support team is very thorough & helpful, got my app ready for launch within 24 hours, and even made some adjustments with no hassle. Will definitely continue with the platform. "
275,MegaNative,W.O Tú tienda online,5/5 stars,"February 27, 2019",I believe that one of the best services I have received has been done by the support team so congratulations and very good work
276,MegaNative,Ashok Treasures,5/5 stars,"February 23, 2019",I always had a dream of having a app for my business. I never thought it would be so easy. MageNative App team full filled my dream in just couple of days. Their team and services are amazing. They took care of everything. They made all the efforts to get the app approved in App Store. Wonderful Job Team MageNative. I highly recommend them for your any app needs. Thanks 
277,MegaNative,Avantee,5/5 stars,"February 9, 2019",Thanks to the MageNative Mobile App crew I now have an outstanding mobile app to connect with my customers. The transition was painless as well seamless. Definitely recommend their services. 5 stars from me.
278,MegaNative,Kiara-Shop,5/5 stars,"February 6, 2019",I didn’t know you could do a very good application in two days. Thanks to MageNative Mobile App for this great achievement.
279,MegaNative,Smartphone Shop South Africa,5/5 stars,"February 5, 2019","Great customer service! We had the app up and running in less than 48 hours, very clean layout of the app and it's a small download for customers too"
280,MegaNative,Seamless Grace Boutique,5/5 stars,"January 24, 2019",I used this app to create a IOS App for my online store. The support was awesome. Couldn't have asked for a better experience.
281,MegaNative,Eazideal Jewelry Galore,5/5 stars,"January 23, 2019",Top notch customer service which is very important for customer communication. I barely knew nothing about this but Magenative took my unawareness to awareness. Really patient to deliver the best. I really recommend Magenative for both starters and gurus. Worth money and time. Thanks
282,MegaNative,The Ivory Closet,5/5 stars,"January 21, 2019",AMAZING CUSTOMER SERVICE!!! My app is perfect and they were very responsive to help me get my app just the way I wanted it! This app has definitely help me to brand my business further and to boost more sales.  
283,MegaNative,mat2ustore,4/5 stars,"January 16, 2019",I used this app to make a mobile app for my store. The developers are helpful and are willing to do my requests. They also work fast and provide any information when needed. The only thing I would ask them to improve are the prices. It should be written out clearly on a price list indicating what service is how much. So that you are not suddenly surprised by the bill. Overall good app! 
284,MegaNative,Spring Express,5/5 stars,"January 10, 2019",I used the app and it is really helpful.Helped me in everything from the beginning and now my app is published.Very happy and I highly recommend it!
285,MegaNative,BIOKOMA® - Organic Care,5/5 stars,"January 8, 2019","Good communication with support, all issue fixed. App works ok, ease to manage. Good job I recommended this app."
286,MegaNative,Fort-Smith-Deal-Mart,4/5 stars,"January 8, 2019",this app looks good ive had it over a month had a little trouble navagating at first but there team was alot of help and always on call so i would recommend the app
287,MegaNative,4C مجوهرات,5/5 stars,"January 7, 2019","Good app and easy to use... and the most important thing is that all the team helped me out with everything through WhatsApp and that's was the best, easiest and fast way to do that. Keep that up."
288,MegaNative,www.airshotstencils.com,5/5 stars,"January 4, 2019",This is app is an amazing add on to your website magenative has a highly confident and trained support team
289,MegaNative,Znx4ever,5/5 stars,"January 4, 2019","Highly Recommended, with great service and Value for money. Must try.                   "
290,MegaNative,Ayyanexpress,5/5 stars,"January 4, 2019",There service is great. Made my app in a day and it's working great.Their support team is very cooperative.
291,MegaNative,Who's Your Dado,5/5 stars,"January 3, 2019","Great experience with MageNative team! Even tho during holidays they were responsive and answered all my questions, adjust anything I asked them to. App is working well no complains, support is 5/5 as they’re in the what’s app group with you and another 7-8 team members ready to respond at any moment. I’d definitely recommend it for all of you who are not able to afford native app build from scratch by order, as this will cost you waaaayyy less! It’s great to be present in your costumers pockets and phones, go get it and best of luck, make some through the roof sales! All the best! "
292,MegaNative,DopMart,5/5 stars,"December 27, 2018",I really like the customer service The team is very helpful and professionalReply fast at any time 
293,MegaNative,D&Z FASHION STORE,5/5 stars,"December 22, 2018",Good communication and good work .recomend it for every one .all the team are eager to help you 
294,MegaNative,biotech.shop.hu,5/5 stars,"December 14, 2018","It is a great app, their support is awesome, they help you in everything and react very quickly. I suggest this to anyone!"
295,MegaNative,A Srikanth Online Store,5/5 stars,"December 14, 2018","These Team is very friendly to support all the way to developing apps, and were available around the clock to answer my questions, make changes, and publish updates. Getting IOS and Android apps . I was coordinate with JAYANTH his asnwer and getting helping after there office hours also committed team I love there committe Very Reasonable Price...Support Team Very Helpful And Works Fast..Great App For Online Store Must Try It thank you all the best MageNative team"
296,MegaNative,Grab Nepal,5/5 stars,"December 13, 2018",Great App At Very Reasonable Price...Support Team Very Helpful And Works Fast..Great App For Online Store Must Try It
297,MegaNative,Dista Cart,5/5 stars,"December 13, 2018","Excellent app, easy to use interface and on top of it all, a great customer support team that works round the clock to make you succeed. Could not have asked for a better Shopify app to make an iOS and Android app for our store distacart.com. Kudos to the team and please keep it up."
298,MegaNative,WWW.BUYDIRECT.DEALS,5/5 stars,"December 11, 2018","These developers did a great job, and were available around the clock to answer my questions, make changes, and publish updates.  Getting IOS and Android apps developed could cost in the thousands, with support required there after, so finding this company was a blessing.  They're also able to customize beyond the scope of the program, at very reasonable rates.  I would definitely recommend them to make your apps.   ~Ryan (Check us at www.buydirect.deals - Our IOS/Android app is called ""Buy Direct - Deals Gone Wild"")"
299,MegaNative,Fashion Land - Men's Online Shopping In UAE,5/5 stars,"November 29, 2018","Very professional team and always here to help,they did everything for me from A to z,good customer service and high quality of work,looking forward to do more business with you"
